product_id,brand_name,price_usd,primary_category
P452002,COOLA,32.0,Skincare
P474116,StriVectin,72.0,Skincare
P456997,Dr. Barbara Sturm,310.0,Skincare
P474115,StriVectin,99.0,Skincare
P454315,Moon Juice,32.0,Skincare
P475204,TULA Skincare,48.0,Skincare
P475193,TULA Skincare,68.0,Skincare
P445726,SEPHORA COLLECTION,18.0,Skincare
P399934,Estée Lauder,63.0,Skincare
P469508,Paula's Choice,39.0,Skincare
P455215,SEPHORA COLLECTION,17.0,Skincare
P482740,Shiseido,35.0,Skincare
P433617,Shiseido,36.0,Skincare
P475186,TULA Skincare,52.0,Skincare
P386762,HUM Nutrition,12.0,Skincare
P461947,Kiehl's Since 1851,47.0,Skincare
P417243,La Mer,95.0,Skincare
P449836,tarte,12.0,Skincare
P417114,La Mer,95.0,Skincare
P409816,Origins,73.0,Skincare
P504313,Youth To The People,48.0,Skincare
P474107,StriVectin,65.0,Skincare
P480986,SEPHORA COLLECTION,18.0,Skincare
P481743,StriVectin,79.0,Skincare
P469526,Paula's Choice,37.0,Skincare
P375354,Dior,175.0,Skincare
P475196,TULA Skincare,36.0,Skincare
P476736,Tata Harper,146.0,Skincare
P469512,Paula's Choice,49.0,Skincare
P442001,Dr. Brandt Skincare,72.0,Skincare
P470048,Origins,29.0,Skincare
P455897,The Ordinary,20.0,Skincare
P416538,La Mer,300.0,Skincare
P459140,Isle of Paradise,24.0,Skincare
P504794,Glossier,28.0,Skincare
P482007,innisfree,13.0,Skincare
P409920,CLINIQUE,32.0,Skincare
P309409,CLINIQUE,74.0,Skincare
P481742,StriVectin,99.0,Skincare
P504050,StriVectin,99.0,Skincare
P482312,SEPHORA COLLECTION,12.0,Skincare
P472031,First Aid Beauty,30.0,Skincare
P433461,Lancôme,34.0,Skincare
P392892,Estée Lauder,70.0,Skincare
P440496,Mario Badescu,19.0,Skincare
P475200,TULA Skincare,66.0,Skincare
P505047,MACRENE actives,195.0,Skincare
P459835,Charlotte Tilbury,30.0,Skincare
P484033,Biossance,40.0,Skincare
P475590,Origins,29.0,Skincare
P458733,SEPHORA COLLECTION,12.0,Skincare
P477714,SEPHORA COLLECTION,14.0,Skincare
P471062,Peter Thomas Roth,58.0,Skincare
P441645,COOLA,46.0,Skincare
P474118,StriVectin,72.0,Skincare
P470049,REN Clean Skincare,38.0,Skincare
P502758,StriVectin,65.0,Skincare
P472022,DAMDAM,48.0,Skincare
P442745,Origins,73.0,Skincare
P479688,SEPHORA COLLECTION,10.0,Skincare
P433469,Algenist,98.0,Skincare
P438648,BeautyBio,129.0,Skincare
P476436,PMD,179.0,Skincare
P504208,LANEIGE,21.0,Skincare
P469085,SEPHORA COLLECTION,10.0,Skincare
P474376,TAN-LUXE,25.0,Skincare
P468652,FOREO,299.0,Skincare
P460010,TWEEZERMAN,10.0,Skincare
P417323,CLINIQUE,39.0,Skincare
P442263,Dr. Brandt Skincare,39.0,Skincare
P447787,Dr. Barbara Sturm,370.0,Skincare
P454937,Dr. Barbara Sturm,130.0,Skincare
P475187,TULA Skincare,84.0,Skincare
P501004,FaceGym,70.0,Skincare
P504218,Tatcha,27.0,Skincare
P469518,Paula's Choice,37.0,Skincare
P476485,Fenty Skin,35.0,Skincare
P482694,LANEIGE,23.0,Skincare
P446908,Estée Lauder,92.0,Skincare
P440491,Mario Badescu,26.0,Skincare
P500445,Iconic London,29.0,Skincare
P457519,Peter Thomas Roth,43.0,Skincare
P480300,FaceGym,275.0,Skincare
P468671,innisfree,12.0,Skincare
P476681,FaceGym,95.0,Skincare
P379009,Lancôme,135.0,Skincare
P420638,Algenist,96.0,Skincare
P468143,goop,98.0,Skincare
P471064,Peter Thomas Roth,38.0,Skincare
P470533,Isle of Paradise,24.0,Skincare
P461195,SEPHORA COLLECTION,5.5,Skincare
P423143,Dermalogica,74.0,Skincare
P471085,SEPHORA COLLECTION,20.0,Skincare
P504134,MARA,26.0,Skincare
P423165,Shiseido,155.0,Skincare
P202935,Shiseido,97.0,Skincare
P447409,tarte,14.0,Skincare
P482755,TULA Skincare,36.0,Skincare
P446820,SEPHORA COLLECTION,8.0,Skincare
P471547,Drunk Elephant,16.0,Skincare
P416728,Dior,102.0,Skincare
P433524,Charlotte Tilbury,60.0,Skincare
P417115,La Mer,200.0,Skincare
P440492,Mario Badescu,18.0,Skincare
P481401,RANAVAT,45.0,Skincare
P405286,CLINIQUE,64.0,Skincare
P483151,SEPHORA COLLECTION,3.5,Skincare
P444615,Mario Badescu,14.0,Skincare
P442548,Alpha-H,22.0,Skincare
P456990,Algenist,25.0,Skincare
P428423,Shiseido,20.0,Skincare
P470245,ROSE Ingleton MD,70.0,Skincare
P454514,Murad,59.0,Skincare
P457441,SEPHORA COLLECTION,20.0,Skincare
P503562,BeautyBio,199.0,Skincare
P440499,Mario Badescu,12.0,Skincare
P443375,Shiseido,75.0,Skincare
P436378,Kiehl's Since 1851,46.0,Skincare
P422253,Kiehl's Since 1851,25.0,Skincare
P428422,Shiseido,20.0,Skincare
P433440,TAN-LUXE,69.0,Skincare
P470247,ROSE Ingleton MD,70.0,Skincare
P433155,Isle of Paradise,24.0,Skincare
P470510,Augustinus Bader,92.0,Skincare
P446518,Bobbi Brown,53.0,Skincare
P455909,Mario Badescu,7.0,Skincare
P417604,Dior,80.0,Skincare
P442748,Tata Harper,95.0,Skincare
P481058,alpyn beauty,25.0,Skincare
P429676,Dior,60.0,Skincare
P440302,Dr. Brandt Skincare,95.0,Skincare
P457520,Peter Thomas Roth,88.0,Skincare
P440493,Mario Badescu,28.0,Skincare
P467650,SEPHORA COLLECTION,18.0,Skincare
P410809,Algenist,72.0,Skincare
P480600,Dior,45.0,Skincare
P480280,Biossance,20.0,Skincare
P456204,St. Tropez,25.0,Skincare
P440923,Dior,75.0,Skincare
P481973,Dr. Barbara Sturm,145.0,Skincare
P442860,Algenist,40.0,Skincare
P503820,Dermalogica,49.5,Skincare
P501024,FaceGym,70.0,Skincare
P483092,SEPHORA COLLECTION,17.0,Skincare
P455227,REN Clean Skincare,28.0,Skincare
P444470,Mount Lai,30.0,Skincare
P416725,La Mer,255.0,Skincare
P457439,SEPHORA COLLECTION,16.0,Skincare
P447607,Lancôme,30.0,Skincare
P446639,Mount Lai,36.0,Skincare
P448715,Dr. Barbara Sturm,75.0,Skincare
P501185,Saint Jane Beauty,28.0,Skincare
P443550,Origins,71.0,Skincare
P432835,KORA Organics,63.0,Skincare
P464799,Peter Thomas Roth,65.0,Skincare
P432256,fresh,40.0,Skincare
P500982,LANEIGE,25.0,Skincare
P423690,Dermalogica,48.0,Skincare
P471086,SEPHORA COLLECTION,20.0,Skincare
P380030,Estée Lauder,30.0,Skincare
P500412,Iconic London,25.0,Skincare
P456210,goop,125.0,Skincare
P504023,MARA,52.0,Skincare
P461200,SEPHORA COLLECTION,5.0,Skincare
P408542,Dior,72.0,Skincare
P422649,Estée Lauder,110.0,Skincare
P449150,Anastasia Beverly Hills,45.0,Skincare
P447608,Lancôme,45.0,Skincare
P442267,COOLA,48.0,Skincare
P481975,Dr. Dennis Gross Skincare,92.0,Skincare
P478274,goop,48.0,Skincare
P504040,MARA,54.0,Skincare
P476842,Charlotte Tilbury,55.0,Skincare
P500428,Wishful,45.0,Skincare
P473268,DERMAFLASH,69.0,Skincare
P503928,innisfree,12.0,Skincare
P481339,Dr. Dennis Gross Skincare,92.0,Skincare
P433621,Shiseido,50.0,Skincare
P444990,Isle of Paradise,22.0,Skincare
P408273,Estée Lauder,33.0,Skincare
P439648,CLINIQUE,41.0,Skincare
P505140,MACRENE actives,95.0,Skincare
P505408,goop,58.0,Skincare
P446822,SEPHORA COLLECTION,8.0,Skincare
P455235,Sunday Riley,130.0,Skincare
P468634,Bobbi Brown,99.0,Skincare
P481699,Dr. Jart+,9.0,Skincare
P469521,Paula's Choice,26.0,Skincare
P461535,Sunday Riley,95.0,Skincare
P392522,Clarins,65.0,Skincare
P480358,The Nue Co.,18.0,Skincare
P431419,Isle of Paradise,30.0,Skincare
P469523,Paula's Choice,37.0,Skincare
P474125,StriVectin,79.0,Skincare
P476677,FaceGym,120.0,Skincare
P482322,Supergoop!,22.0,Skincare
P483075,SEPHORA COLLECTION,14.0,Skincare
P405032,Estée Lauder,75.0,Skincare
P456407,Supergoop!,34.0,Skincare
P430338,Clarins,93.0,Skincare
P431418,Isle of Paradise,24.0,Skincare
P424987,TAN-LUXE,52.0,Skincare
P451745,SOBEL SKIN Rx,46.0,Skincare
P469200,Dr. Barbara Sturm,145.0,Skincare
P457468,tarte,39.0,Skincare
P469449,Clarins,30.0,Skincare
P504288,caliray,48.0,Skincare
P505145,BeautyBio,49.0,Skincare
P433962,La Mer,190.0,Skincare
P428636,La Mer,25.0,Skincare
P408271,HUM Nutrition,40.0,Skincare
P454939,Estée Lauder,86.0,Skincare
P456569,Dermalogica,42.0,Skincare
P423164,Shiseido,65.0,Skincare
P469451,CLINIQUE,26.5,Skincare
P456401,St. Tropez,46.0,Skincare
P455421,Shiseido,36.0,Skincare
P380001,Estée Lauder,59.0,Skincare
P429508,COOLA,46.0,Skincare
P464250,goop,65.0,Skincare
P503294,Drunk Elephant,26.0,Skincare
P503868,LANEIGE,35.0,Skincare
P433466,FOREO,10.99,Skincare
P467628,Kiehl's Since 1851,35.0,Skincare
P472311,Fenty Skin,15.0,Skincare
P440505,Charlotte Tilbury,46.0,Skincare
P428637,La Mer,95.0,Skincare
P461199,SEPHORA COLLECTION,5.5,Skincare
P467635,Mount Lai,72.0,Skincare
P472180,OLEHENRIKSEN,40.0,Skincare
P474968,NuFACE,39.0,Skincare
P423145,Dermalogica,79.0,Skincare
P443376,Shiseido,110.0,Skincare
P448553,Dr. Barbara Sturm,240.0,Skincare
P405589,Clarins,59.0,Skincare
P448558,Dr. Barbara Sturm,225.0,Skincare
P481368,RANAVAT,70.0,Skincare
P440500,Mario Badescu,18.0,Skincare
P454822,tarte,15.0,Skincare
P467106,BeautyBio,85.0,Skincare
P470545,TAN-LUXE,49.0,Skincare
P433619,Shiseido,36.0,Skincare
P504786,Glossier,26.0,Skincare
P422848,Tata Harper,230.0,Skincare
P470246,ROSE Ingleton MD,70.0,Skincare
P455010,goop,30.0,Skincare
P469028,SEPHORA COLLECTION,20.0,Skincare
P468229,Tatcha,112.0,Skincare
P472067,SEPHORA COLLECTION,10.0,Skincare
P392891,Estée Lauder,74.0,Skincare
P428005,NuFACE,399.0,Skincare
P504773,Glossier,35.0,Skincare
P474830,FOREO,69.0,Skincare
P500096,Community Sixty-Six,25.0,Skincare
P504327,Tatcha,68.0,Skincare
P436346,FOREO,21.99,Skincare
P447604,Mount Lai,30.0,Skincare
P483057,COOLA,18.0,Skincare
P454391,Supergoop!,21.0,Skincare
P474057,Jack Black,13.0,Skincare
P456203,St. Tropez,20.0,Skincare
P476860,Flora + Bast,77.0,Skincare
P454377,tarte,12.0,Skincare
P474114,StriVectin,89.0,Skincare
P457854,Shiseido,140.0,Skincare
P505233,Gisou,32.0,Skincare
P505142,MACRENE actives,135.0,Skincare
P481712,INC.redible,20.0,Skincare
P433465,FOREO,10.99,Skincare
P500774,SEPHORA COLLECTION,14.0,Skincare
P460704,SEPHORA COLLECTION,20.0,Skincare
P458573,Jack Black,22.0,Skincare
P471011,CLINIQUE,48.0,Skincare
P454807,Dior,80.0,Skincare
P503262,alpyn beauty,49.0,Skincare
P461950,La Mer,220.0,Skincare
P449164,Algenist,84.0,Skincare
P389097,HUM Nutrition,60.0,Skincare
P454029,Lancôme,68.0,Skincare
P438642,BeautyBio,39.0,Skincare
P481837,TAN-LUXE,49.0,Skincare
P455332,Bobbi Brown,66.0,Skincare
P500856,Peace Out,48.0,Skincare
P447788,Dr. Barbara Sturm,255.0,Skincare
P458961,goop,48.0,Skincare
P470248,ROSE Ingleton MD,70.0,Skincare
P500012,fresh,24.0,Skincare
P504774,Glossier,29.0,Skincare
P468412,SK-II,110.0,Skincare
P460511,Kate Somerville,24.0,Skincare
P467112,Dermalogica,56.0,Skincare
P482698,LANEIGE,31.0,Skincare
P482697,LANEIGE,31.0,Skincare
P503901,innisfree,39.0,Skincare
P470508,Augustinus Bader,92.0,Skincare
P455191,lilah b.,14.0,Skincare
P464288,SEPHORA COLLECTION,8.0,Skincare
P466878,Dr. Dennis Gross Skincare,18.0,Skincare
P442537,Alpha-H,82.0,Skincare
P456992,CLINIQUE,56.0,Skincare
P443810,BeautyBio,75.0,Skincare
P469448,Clarins,30.0,Skincare
P500771,CLINIQUE,68.0,Skincare
P479861,The Ordinary,40.7,Skincare
P430809,DERMAFLASH,87.0,Skincare
P423163,Shiseido,110.0,Skincare
P410657,Clarins,79.0,Skincare
P480150,Alpha-H,105.0,Skincare
P481347,Paula's Choice,75.0,Skincare
P443377,Shiseido,75.0,Skincare
P483090,SEPHORA COLLECTION,18.0,Skincare
P448557,Dr. Barbara Sturm,255.0,Skincare
P448542,Dr. Barbara Sturm,150.0,Skincare
P474967,NuFACE,69.0,Skincare
P448564,CLINIQUE,74.0,Skincare
P482318,St. Tropez,29.0,Skincare
P502818,FOREO,279.0,Skincare
P469830,Hourglass,86.0,Skincare
P504795,Glossier,29.0,Skincare
P500743,SEPHORA COLLECTION,5.5,Skincare
P504919,Glossier,14.0,Skincare
P417110,La Mer,300.0,Skincare
P482314,SEPHORA COLLECTION,4.0,Skincare
P442542,Alpha-H,106.0,Skincare
P503216,Hyper Skin,39.0,Skincare
P467129,Murad,36.0,Skincare
P469806,GUERLAIN,130.0,Skincare
P443549,Origins,71.0,Skincare
P422260,Kiehl's Since 1851,95.0,Skincare
P458962,goop,75.0,Skincare
P504517,Soleil Toujours,68.0,Skincare
P502827,FOREO,279.0,Skincare
P460756,Mario Badescu,26.0,Skincare
P449601,Dr. Barbara Sturm,215.0,Skincare
P376946,CLINIQUE,72.0,Skincare
P505316,Herbivore,26.0,Skincare
P505131,MACRENE actives,225.0,Skincare
P429538,fresh,28.0,Skincare
P427731,Dior,110.0,Skincare
P438632,BeautyBio,49.0,Skincare
P417359,Estée Lauder,42.0,Skincare
P480166,Fenty Skin,25.0,Skincare
P480607,Herbivore,32.0,Skincare
P503890,innisfree,22.0,Skincare
P428414,Jack Black,37.0,Skincare
P476515,Hyper Skin,36.0,Skincare
P504784,Glossier,24.0,Skincare
P481376,Dr. Dennis Gross Skincare,15.0,Skincare
P383182,NuFACE,159.0,Skincare
P446111,Clarins,90.0,Skincare
P474964,Mario Badescu,9.0,Skincare
P457272,GUERLAIN,110.0,Skincare
P449411,tarte,9.0,Skincare
P433446,Origins,24.0,Skincare
P480346,ROSE Ingleton MD,38.0,Skincare
P473185,Peter Thomas Roth,32.0,Skincare
P450934,GUERLAIN,170.0,Skincare
P454375,Dr. Barbara Sturm,55.0,Skincare
P504636,Glow Recipe,20.0,Skincare
P475961,La Mer,380.0,Skincare
P483495,Sunday Riley,95.0,Skincare
P500016,Caudalie,38.0,Skincare
P503942,innisfree,24.0,Skincare
P428639,La Mer,145.0,Skincare
P468354,First Aid Beauty,46.0,Skincare
P393600,NuFACE,449.0,Skincare
P463792,BeautyBio,249.0,Skincare
P427513,Estée Lauder,86.0,Skincare
P467755,Clarins,30.0,Skincare
P390987,CLINIQUE,32.0,Skincare
P429675,Dior,45.0,Skincare
P472068,SEPHORA COLLECTION,15.0,Skincare
P461937,FOREO,59.0,Skincare
P500106,Community Sixty-Six,30.0,Skincare
P502831,FOREO,279.0,Skincare
P505133,MACRENE actives,85.0,Skincare
P457011,Dr. Jart+,15.0,Skincare
P427732,Dior,110.0,Skincare
P500248,Charlotte Tilbury,85.0,Skincare
P500785,SEPHORA COLLECTION,15.0,Skincare
P483494,Sunday Riley,93.0,Skincare
P458958,INC.redible,15.0,Skincare
P504203,Tatcha,27.0,Skincare
P451728,Charlotte Tilbury,16.0,Skincare
P481334,Herbivore,54.0,Skincare
P474080,Peter Thomas Roth,55.0,Skincare
P443812,BeautyBio,85.0,Skincare
P423169,Shiseido,290.0,Skincare
P430143,IT Cosmetics,15.0,Skincare
P449410,Tata Harper,260.0,Skincare
P442545,Alpha-H,38.0,Skincare
P481138,NuFACE,159.0,Skincare
P433620,Shiseido,50.0,Skincare
P504509,Soleil Toujours,26.0,Skincare
P504049,The Nue Co.,65.0,Skincare
P457012,Dr. Jart+,15.0,Skincare
P270600,Bobbi Brown,86.0,Skincare
P504880,Fenty Skin,34.0,Skincare
P504778,Glossier,25.0,Skincare
P474943,Dr. Dennis Gross Skincare,20.0,Skincare
P482311,SEPHORA COLLECTION,15.0,Skincare
P504441,SEPHORA COLLECTION,8.0,Skincare
P463791,BeautyBio,59.0,Skincare
P436343,FOREO,20.0,Skincare
P438629,BeautyBio,70.0,Skincare
P428103,SK-II,315.0,Skincare
P482746,Supergoop!,36.0,Skincare
P446102,Estée Lauder,36.0,Skincare
P445822,Dermalogica,42.0,Skincare
P476432,Dior,65.0,Skincare
P448548,Dr. Barbara Sturm,300.0,Skincare
P427640,Estée Lauder,46.0,Skincare
P448565,CLINIQUE,74.0,Skincare
P476570,Dr. Brandt Skincare,75.0,Skincare
P500139,The Ordinary,22.0,Skincare
P501323,Tatcha,88.0,Skincare
P477734,SEPHORA COLLECTION,24.0,Skincare
P480279,Biossance,25.0,Skincare
P436347,FOREO,21.99,Skincare
P484076,Shiseido,66.0,Skincare
P500287,CAY SKIN,32.0,Skincare
P503930,innisfree,22.0,Skincare
P503123,Josie Maran,30.0,Skincare
P479973,Mario Badescu,7.0,Skincare
P438640,BeautyBio,95.0,Skincare
P457273,L'Occitane,60.0,Skincare
P430405,La Mer,100.0,Skincare
P463110,Sulwhasoo,45.0,Skincare
P462378,Mario Badescu,30.0,Skincare
P482058,Origins,40.0,Skincare
P467107,BeautyBio,75.0,Skincare
P504515,Soleil Toujours,58.0,Skincare
P448545,Dr. Barbara Sturm,75.0,Skincare
P469121,Dr. Lara Devgan Scientific Beauty,65.0,Skincare
P500120,Community Sixty-Six,25.0,Skincare
P444237,SEPHORA COLLECTION,3.0,Skincare
P435387,fresh,15.0,Skincare
P481350,Paula's Choice,64.0,Skincare
P501591,Drunk Elephant,74.0,Skincare
P474942,CLINIQUE,25.0,Skincare
P438362,Lancôme,49.0,Skincare
P503572,OLEHENRIKSEN,46.0,Skincare
P504780,Glossier,29.0,Skincare
P438634,BeautyBio,39.0,Skincare
P504810,Glossier,25.0,Skincare
P482259,COOLA,48.0,Skincare
P503997,Farmacy,46.0,Skincare
P503935,innisfree,14.0,Skincare
P475926,Dr. Barbara Sturm,185.0,Skincare
P504815,Glossier,35.0,Skincare
P448546,Dr. Barbara Sturm,75.0,Skincare
P462381,Mario Badescu,20.0,Skincare
P402993,NuFACE,429.0,Skincare
P448549,Dr. Barbara Sturm,310.0,Skincare
P448544,Dr. Barbara Sturm,225.0,Skincare
P474036,Dr. Barbara Sturm,75.0,Skincare
P471017,Dr. Barbara Sturm,360.0,Skincare
P457010,Dr. Jart+,15.0,Skincare
P451737,Lancôme,130.0,Skincare
P504320,Supergoop!,30.0,Skincare
P503655,Caudalie,12.0,Skincare
P501474,Youth To The People,340.0,Skincare
P476496,Fenty Skin,40.0,Skincare
P429504,Clarins,98.0,Skincare
P504303,Tatcha,95.0,Skincare
P504790,Glossier,21.0,Skincare
P451727,Charlotte Tilbury,45.0,Skincare
P438638,BeautyBio,39.0,Skincare
P477761,Slip,55.0,Skincare
P504447,SEPHORA COLLECTION,16.0,Skincare
P416589,Skin Laundry,12.0,Skincare
P448713,Dr. Barbara Sturm,55.0,Skincare
P467608,CLINIQUE,74.0,Skincare
P456434,tarte,14.0,Skincare
P474369,Origins,27.0,Skincare
P469452,CLINIQUE,33.0,Skincare
P503552,BeautyBio,45.0,Skincare
P405825,CLINIQUE,61.0,Skincare
P467756,Clarins,30.0,Skincare
P501003,Murad,49.0,Skincare
P500116,Community Sixty-Six,16.0,Skincare
P505378,StriVectin,39.0,Skincare
P454800,OLEHENRIKSEN,19.0,Skincare
P502740,Peter Thomas Roth,19.0,Skincare
P500238,Charlotte Tilbury,30.0,Skincare
P500983,Drunk Elephant,28.0,Skincare
P457274,L'Occitane,29.0,Skincare
P502996,SEPHORA COLLECTION,14.0,Skincare
P504272,fresh,59.0,Skincare
P479478,SEPHORA COLLECTION,28.0,Skincare
P483078,COOLA,28.0,Skincare
P504452,Bobbi Brown,25.0,Skincare
P503912,Dr. Dennis Gross Skincare,85.0,Skincare
P463951,Shiseido,30.0,Skincare
P503226,fresh,36.0,Skincare
P482313,SEPHORA COLLECTION,8.0,Skincare
P438630,BeautyBio,49.0,Skincare
P467649,SEPHORA COLLECTION,12.0,Skincare
P479974,Mario Badescu,24.0,Skincare
P444987,Dior,110.0,Skincare
P500502,ROSE Ingleton MD,48.0,Skincare
P409227,Clarins,58.0,Skincare
P448551,Dr. Barbara Sturm,205.0,Skincare
P503560,BeautyBio,30.0,Skincare
P472471,Jack Black,40.0,Skincare
P439099,CLINIQUE,36.0,Skincare
P505209,The Nue Co.,65.0,Skincare
P502365,Tatcha,27.0,Skincare
P502998,Youth To The People,28.0,Skincare
P502771,Wishful,29.0,Skincare
P480174,Herbivore,32.0,Skincare
P483145,SEPHORA COLLECTION,16.0,Skincare
P500729,SEPHORA COLLECTION,20.0,Skincare
P502237,BeautyBio,199.0,Skincare
P480610,IT Cosmetics,59.0,Skincare
P462379,Mario Badescu,14.0,Skincare
P462375,Mario Badescu,30.0,Skincare
P451750,SOBEL SKIN Rx,65.0,Skincare
P483058,goop,45.0,Skincare
P477150,Dr. Barbara Sturm,210.0,Skincare
P468410,SK-II,205.0,Skincare
P505274,The Ordinary,12.5,Skincare
P482021,Kiehl's Since 1851,20.0,Skincare
P405285,CLINIQUE,64.0,Skincare
P482258,COOLA,36.0,Skincare
P481970,Dior,85.0,Skincare
P482256,COOLA,32.0,Skincare
P439098,CLINIQUE,36.0,Skincare
P505210,The Nue Co.,42.0,Skincare
P457009,Dr. Jart+,15.0,Skincare
P454795,Tatcha,22.0,Skincare
P504273,fresh,35.0,Skincare
P502725,Peter Thomas Roth,58.0,Skincare
P503872,Youth To The People,16.0,Skincare
P462384,Mario Badescu,21.0,Skincare
P482009,Isle of Paradise,10.0,Skincare
P500782,Supergoop!,29.0,Skincare
P463106,Shiseido,85.0,Skincare
P448550,Dr. Barbara Sturm,240.0,Skincare
P503933,OLEHENRIKSEN,65.0,Skincare
P423166,Shiseido,310.0,Skincare
P480289,CLINIQUE,11.0,Skincare
P483141,BeautyBio,99.0,Skincare
P481668,CLINIQUE,35.0,Skincare
P458963,goop,12.0,Skincare
P503906,Dr. Dennis Gross Skincare,199.0,Skincare
P505452,Lancôme,85.0,Skincare
P440922,Dior,110.0,Skincare
P502977,Youth To The People,20.0,Skincare
P482309,SEPHORA COLLECTION,28.0,Skincare
P471545,Dr. Dennis Gross Skincare,465.0,Skincare
P477812,Charlotte Tilbury,260.0,Skincare
P500775,The INKEY List,27.0,Skincare
P481704,fresh,58.0,Skincare
P504881,Caudalie,82.0,Skincare
P472342,Tata Harper,68.0,Skincare
P503944,Moon Juice,15.0,Skincare
P502216,Shani Darden Skin Care,1900.0,Skincare
P504594,ROSE INC,66.0,Skincare
P504848,Caudalie,84.0,Skincare
P480604,First Aid Beauty,30.0,Skincare
P483694,Sulwhasoo,68.0,Skincare
P501550,Peter Thomas Roth,35.0,Skincare
P500060,Supergoop!,24.0,Skincare
P500880,COOLA,32.0,Skincare
P468196,Mario Badescu,49.0,Skincare
P482661,Augustinus Bader,93.0,Skincare
P481062,CLINIQUE,24.5,Skincare
P462383,Mario Badescu,18.0,Skincare
P416588,Skin Laundry,15.0,Skincare
P460757,Mario Badescu,22.0,Skincare
P503876,OLEHENRIKSEN,62.0,Skincare
P504283,ROSE INC,18.0,Skincare
P503894,innisfree,26.0,Skincare
P462386,Mario Badescu,17.0,Skincare
P469193,Moon Juice,75.0,Skincare
P479946,Clarins,42.0,Skincare
P504840,innisfree,18.0,Skincare
P500124,Kate Somerville,49.0,Skincare
P481081,Estée Lauder,102.0,Skincare
P503635,Wander Beauty,36.0,Skincare
P467757,Clarins,37.0,Skincare
P481082,Estée Lauder,76.0,Skincare
P435790,Dr. Brandt Skincare,65.0,Skincare
P432240,Jack Black,25.0,Skincare
P463109,Sulwhasoo,54.0,Skincare
P502978,Youth To The People,28.0,Skincare
P503934,LANEIGE,35.0,Skincare
P502842,SEPHORA COLLECTION,20.0,Skincare
P479646,Murad,25.0,Skincare
P457279,tarte,14.0,Skincare
P503892,Biossance,74.0,Skincare
P480176,Kiehl's Since 1851,18.0,Skincare
P502448,Sulwhasoo,140.0,Skincare
P471784,Mario Badescu,14.0,Skincare
P468390,Moon Juice,38.0,Skincare
P483693,Sulwhasoo,80.0,Skincare
P450935,GUERLAIN,200.0,Skincare
P481971,Dior,85.0,Skincare
P481077,Dior,80.0,Skincare
P502235,Augustinus Bader,305.0,Skincare
P502195,Kate Somerville,49.0,Skincare
P483458,Hanni,6.0,Skincare
P470548,tarte,39.0,Skincare
P500482,Tata Harper,75.0,Skincare
P500763,SEPHORA COLLECTION,5.0,Skincare
P500998,Flora + Bast,44.0,Skincare
P477706,SOBEL SKIN Rx,105.0,Skincare
P476686,Hourglass,94.0,Skincare
P448547,Dr. Barbara Sturm,240.0,Skincare
P479947,Clarins,42.0,Skincare
P406656,CLINIQUE,53.0,Skincare
P501566,Clarins,132.0,Skincare
P505381,StriVectin,39.0,Skincare
P432255,fresh,40.0,Skincare
P474090,SEPHORA COLLECTION,40.0,Skincare
P480355,Tatcha,110.0,Skincare
P504289,fresh,28.0,Skincare
P472058,SEPHORA COLLECTION,35.0,Skincare
P479696,Murad,52.0,Skincare
P501264,La Mer,200.0,Skincare
P395507,Bobbi Brown,110.0,Skincare
P475083,Clarins,100.0,Skincare
P503000,SEPHORA COLLECTION,18.0,Skincare
P502709,Mario Badescu,20.0,Skincare
P455229,Shiseido,185.0,Skincare
P504987,COOLA,30.0,Skincare
P504018,Augustinus Bader,185.0,Skincare
P481342,DAMDAM,42.0,Skincare
P482747,Supergoop!,34.0,Skincare
P483460,Hanni,12.0,Skincare
P423167,Shiseido,270.0,Skincare
P474323,goop,85.0,Skincare
P502047,REN Clean Skincare,66.0,Skincare
P483089,BeautyBio,249.0,Skincare
P500464,NuFACE,399.0,Skincare
P504888,belif,27.0,Skincare
P504221,NuFACE,395.0,Skincare
P504411,Dr. Brandt Skincare,30.0,Skincare
P504053,Dior,80.0,Skincare
P500256,Mario Badescu,28.0,Skincare
P474941,CLINIQUE,21.0,Skincare
P500151,Dr. Brandt Skincare,85.0,Skincare
P423168,Shiseido,270.0,Skincare
P502186,Kate Somerville,59.0,Skincare
P501585,Clarins,140.0,Skincare
P502823,Lancôme,270.0,Skincare
P504985,GUERLAIN,195.0,Skincare
P455915,Dermalogica,16.5,Skincare
P501886,Fenty Skin,59.0,Skincare
P480445,First Aid Beauty,20.0,Skincare
P502192,Skinfix,35.0,Skincare
P503915,fresh,28.0,Skincare
P504424,SEPHORA COLLECTION,17.0,Skincare
P504850,Caudalie,139.0,Skincare
P501153,Estée Lauder,72.0,Skincare
P501175,Sulwhasoo,68.0,Skincare
P483691,St. Tropez,29.0,Skincare
P505208,Supergoop!,30.0,Skincare
P504464,Kiehl's Since 1851,30.0,Skincare
P505332,Dior,35.0,Skincare
P500155,Kate Somerville,115.0,Skincare
P469801,Hourglass,25.0,Skincare
P481397,Estée Lauder,98.0,Skincare
P504417,SEPHORA COLLECTION,20.0,Skincare
P483086,Sulwhasoo,72.0,Skincare
P504882,First Aid Beauty,30.0,Skincare
P470538,Moon Juice,38.0,Skincare
P505120,Drunk Elephant,54.0,Skincare
P503877,Tata Harper,88.0,Skincare
P478260,Erno Laszlo,75.0,Skincare
